ST_LABEL,L_ZIP,R_ZIP
PARSONS BLVD,11432,11432
JAMAICA AV,11432,11432
145 DR,11434,11434
27 AV,11354,11354
118 AV,11412,11412
DOWNING ST,11357,11357
METROTECH WALK,11201,11201
104 AV,11412,11412
OCEAN PARKWAY BIKE PATH,11224,11224
MADISON AV,10028,10028
MACE ST,10306,10306
S GANNON AV,10314,10314
120 AV,11412,11412
E 137 ST,10454,10454
HILLSIDE AV,11427,11427
GOLL CT,10304,10304
DOUGLAS RD,10304,10304
CROWN AV,10312,10312
HYLAN BLVD,10305,10305
HAMILTON AVE,11231,11231
PEDESTRIAN AND BIKE PATH LINK,10011,10011
ROOSEVELT AV,11372,11372
W 49 ST,10019,10019
VAN WYCK EXWY SB EN NORTHERN BLV,11368,11368
W 242 ST,10471,10471
CLAIRE CT,10301,10301
49 ST,11219,11219
ED KOCH BR UPPER RY ET RP,11101,11101
KOREAN WAR VETS PKWY,10309,10309
TILLMAN ST,10314,10314
RAMBLEWOOD AV,10308,10308
TOMPKINS AV,11216,11216
94 ST,11373,11373
142 AV,11422,11422
78 RD,11385,11385
SHORE PKWY,11235,11235
FRANCIS LEWIS BLVD,11411,11411
VAN DAM ST,11101,11101
ROOSEVELT AV,11368,11368
84 ST,11209,11209
WATCHOGUE RD,10314,10314
131 ST,11356,11356
CHURCH AV,11218,11218
MURDOCK AV,11429,11429
ILYSE CT,10306,10306
E TREMONT AV,10462,10462
79 ST,11228,11228
CYPRESS CREST LA,10314,10314
5 AV,11232,11232
HAMILTON AVE,11231,11231
CONNECTOR,10452,10452
169 ST,11433,11433
BROWVALE LA,11362,11362
77 AV,11385,11385
SEACOAST TER,11235,11235
LINDEN BLVD,11207,11207
MAJOR DEEGAN EXPWY ET 10 NB,10463,10463
AV D,11226,11226
150 AV,11420,11420
OLCOTT ST,11375,11375
BUSHWICK AV,11221,11221
MARCY AV,11216,11216
YELLOWSTONE BLVD,11379,11379
LINDEN BLVD,11208,11208
MEADOW ST,11237,11237
35 ST,11101,11101
ALLEY,,
LINCOLN TUN,10018,10018
46 ST,11220,11220
ROOSEVELT CT,11232,11232
QUEENS BLVD,11375,11375
HEWLETT ST,11362,11362
LEFFERTS BLVD,11420,11420
CONEY ISLAND AV,11235,11235
VOORHIES AV,11235,11235
BELT PKWY,11220,11220
QUARRY RD,10457,10457
COOPER ST,11207,11207
CARROLL ST,11215,11215
VESEY ST,10007,10007
EVAN PL,10312,10312
MOFFETT ST,10312,10312
WILLOWBROOK RD,10314,10314
MAJOR DEEGAN EXWY,10451,10451
HOLLYWOOD AV,10465,10465
21 AV,11356,11356
CLIFTON PL,11238,11238
CORTELYOU RD,11226,11226
DUFFIELD ST,11201,11201
NUGENT AV,10305,10305
248 ST,11362,11362
KATAN AV,10308,10308
46 RD,11101,11101
FOSTER AV,11210,11210
120 AV,11434,11434
113 ST,11419,11419
ALLEY,,
HOLLERS AV,10475,10475
GRAND ST,11211,11211
GRACE CT,10301,10301
E 212 ST,10469,10469
VAN WYCK EXPY,11355,11355
117 ST,11419,11419
ALLEY,11372,11372
BERGEN ST,11238,11238
SLEIGHT AV,10307,10307
LOUBET ST,11375,11375
NEWPORT AV,11694,11694
HUDSON ST,10014,10014
93 AV,11433,11433
AV Y,11235,11235
BEACH 125 ST,11694,11694
PARSONS BLVD,11357,11357
AV L,11234,11234
ALLEY,11692,11692
EDGEGROVE AV,10312,10312
HILLSIDE AV,11432,11432
COLLEGE PT BLVD,11355,11355
LYMAN PL,10304,10304
BEACH 207 ST,11697,11697
ALLEY,11358,11358
BEP WB EN 118 AV,11411,11411
15 AV,11360,11360
PEDESTRIAN AND BIKE PATH LINK,11368,11368
MILL RD,10306,10306
MANOR RD,10314,10314
BROADWAY,11207,11207
ST JAMES AV,11373,11373
EAST DR,11226,11226
TIER ST,10464,10464
E 3 ST,11230,11230
PARKCHESTER RD,10462,10462
JAMAICA AV,11423,11423
14 AV,11219,11219
62 AV,11362,11362
223 ST,11429,11429
N CONDUIT AV,11422,11422
COLGATE AV,10473,10473
72 DR,11367,11367
DUSTAN ST,10306,10306
E TREMONT AV,10461,10461
SWINTON AV,10465,10465
DUNTON ST,11423,11423
108 ST,11368,11368
E 2 ST,11223,11223
BELT PARKWAY EXIT 21 B EB,11434,11434
159 ST,11358,11358
PELHAM PKWY S,10461,10461
E 32 ST,11210,11210
E 105 ST,10029,10029
CROSS BRONX EXPY,10457,10457
57 AV,11373,11373
WESTERVELT AV,10301,10301
W 3 ST,11224,11224
84 STREET BIKE PATH,11414,11414
VERRAZZANO BRIDGE APPROACH,10305,10305
AVE OF THE AMERICAS,10014,10014
ALEXANDER AV,10454,10454
E 186 ST,10458,10458
W 231 ST,10463,10463
E 18 ST,11226,11226
9 AV,11220,11220
W 170 ST,10032,10032
VERONA ST,11231,11231
CLINTONVILLE ST,11357,11357
HOLLIS CT BLVD,11365,11365
TOTTEN AV,11360,11360
DITMARS BLVD,11369,11369
E 179 ST,10457,10457
ALLEY,11378,11378
RODMANS NECK PATH,10464,10464
KINGDOM AV,10312,10312
LIBERTY AV,11419,11419
260 ST,11004,11004
W 175 ST,10453,10453
BARD AV,10310,10310
E 222 ST,10469,10469
LINCOLN TUN EN,10018,10018
FAIRBURY AV,11426,11426
RIVERDALE AV,10463,10463
PARSONS BLVD,11366,11366
BELT PARKWAY EXIT 20 EB,11430,11430
SUSANNA LA,10312,10312
CLEARVIEW EXWY,11360,11360
MORRIS II HOUSES PEDESTRIAN PATH,10456,10456
BELT PKWY,11220,11220
86 AV,11421,11421
CORNELIA ST,11385,11385
KAPPOCK ST,10463,10463
1 AV,10065,10065
E 93 ST,10128,10128
2 ST,11205,11205
W 121 ST,10027,10027
HAROLD ST,10314,10314
ALLEY,,
AV D,11226,11226
MANVILLE LA,11697,11697
GREENPOINT AV,11222,11222
PUGSLEY AV,10462,10462
WEST ST,10014,10014
WEST DR,11226,11226
RARITAN AV,10305,10305
FT HAMILTON PKWY,11209,11209
BROOKLYN BRDG PED AND BIKE PTH,11201,11201
FRANKLIN AV,11225,11225
ALLEY,10473,10473
BERGEN ST,11233,11233
46 ST,11219,11219
RANSOM ST,11427,11427
153 ST,11355,11355
BRUCKNER BLVD,10474,10474
CLE NB EN 35 AV,11360,11360
ALLEY,10312,10312
56 AV,11364,11364
63 AV,11375,11375
W 12 ST,11224,11224
FRANKLIN D ROOSEVELT DRIVE,10038,10038
QUEENS MIDTOWN EXPY,11378,11378
VERMONT ST,11207,11207
MERIDIAN RD,11355,11355
DEPOT RD,11358,11358
COTTER AV,10306,10306
GUY R BREWER BLVD,11433,11433
MARINERS LA,10303,10303
18 AV,11356,11356
E 146 ST,10451,10451
E 129 ST,10035,10035
ROCKAWAY BLVD,11434,11434
LAFAYETTE ST,10013,10013
222 ST,11411,11411
NASSAU PL,10307,10307
SOUTH BEACH GREENWAY,10305,10305
ALLEY,11365,11365
ARLINGTON AV,11207,11207
FDR DR NB EN E 96 ST,10029,10029
20 RD,11105,11105
WALTHAM ST,11435,11435
W 57 ST,10019,10019
LEROY ST,10014,10014
E 156 ST,10455,10455
90 AV,11423,11423
E 37 ST,10016,10016
FRANKLIN D ROOSEVELT DRIVE,10004,10004
EAST RIVER LN,10035,10035
104 ST,11417,11417
20 AV,11105,11105
FIELDSTON RD,10471,10471
CASTLETON AV,10301,10301
PT CR,11357,11357
DAHILL RD,11218,11218
E 4 RD,11693,11693
BRP SB EN MORRISON AV,10472,10472
LINDEN BLVD,11208,11208
160 ST,11358,11358
PAULDING AV,10314,10314
129 ST,11418,11418
95 AV,11416,11416
HIGHLAND BLVD,11207,11207
ALLEY,11426,11426
ADAM CLAYTON POWELL JR BOULEVARD,10026,10026
LITTLE NECK PKWY,11362,11362
MOSHOLU AV,10471,10471
NEW DORP LA,10306,10306
HENRY HUDSON BR,10463,10463
BARCLAY ST,10007,10007
CRAIG AV,10307,10307
BEACH 135 ST,11694,11694
GRAND CONCOURSE,10453,10453
CONGRESS ST,11201,11201
97 PL,11368,11368
E MOSHOLU PKWY S,10458,10458
JEROME AV,10452,10452
LYDIG AV,10462,10462
137 AV,11434,11434
HORACE HARDING EXPY,11365,11365
WALDRON ST,11368,11368
119 ST,11356,11356
SHORE PARKWAY GREENWAY W,11209,11209
10 AV,10011,10011
SHAW PL,10302,10302
90 AV,11432,11432
JACKIE ROBINSON PKWY,11415,11415
PARK PL W,10282,10282
60 ST,11220,11220
MARCY AV,11206,11206
HIGHLAND PL,11697,11697
57 ST,11204,11204
CRYDERS LA,11357,11357
BEEKMAN ST,10038,10038
E 12 ST,11229,11229
150 ST,11435,11435
CRESCENT ST,11105,11105
224 ST,11429,11429
BEACH AVE PEDESTRIAN OPAS,10473,10473
WATERFALL TRL,10462,10462
E 174 ST,10472,10472
WESTERN AV,10303,10303
BRIDGEWATER ST,11222,11222
E 165 ST,10459,10459
AUGUSTINA AV,11691,11691
EYLANDT ST,10312,10312
SHERIDAN AV,10456,10456
DRUMGOOLE RD E,10312,10312
VAN NEST AV,10462,10462
E MAIN ST,10044,10044
1 AV,10016,10016
GRAND CONCOURSE,10458,10458
HARPER AV,10466,10466
YETMAN AV,10307,10307
9 AV,11232,11232
46 AV,11355,11355
WHITE PLAINS RD,10467,10467
MAIN ST,11367,11367
BELFIELD AVE FOOTBRIDGE,10312,10312
TIFFANY ST,10474,10474
WEST DR,10000,10000
ELDERT LA,11208,11208
4 AV,11232,11232
HILLSIDE AV,11418,11418
BRISTOL ST,11236,11236
HIGH BRIDGE PARK TRL,10040,10040
MAIN ST,10465,10465
BIKE PATH,11367,11367
FLUSHING AV,11378,11378
ATLANTIC AV,11233,11233
222 ST,11428,11429
V WALK EXWY WHTSTN EXWY RP,11368,11368
E 214 ST,10469,10469
111 AV,11420,11420
JUNIPER BLVD N,11379,11379
HYLAN BLVD,10312,10312
FLUSHING AV,11378,11378
HUNTERS PT BR,11101,11101
DEA CT,10305,10305
VAN DOREN ST,11368,11368
AV C,11218,11218
MANOR RD,10310,10310
REDDING ST,11417,11417
E 193 ST,10458,10458
HUDSON RD,10305,10305
BEDFORD AV,11211,11249
SPOFFORD AV,10474,10474
HYLAN BLVD,10306,10306
RIVER RD,10471,10471
EDISON ST,10306,10306
NOELL AV,10475,10475
BROADWAY,10463,10463
RIVINGTON AV,10314,10314
CASTLE HILL AV,10473,10473
S ST SEAPORT-LIBERTY ISL FRY RTE,,
CROSS BRONX EXPWY ET 1 C WB,10453,10453
131 ST,11420,11420
E 241 ST,10470,10470
14 AV,11205,11205
WATER ST,10002,10002
W 254 ST,10471,10471
GILLMORE ST,11369,11369
DUANE ST,10013,10013
SHELDON AV,10312,10312
WIRT LA,10309,10309
NASSAU EXPY EXIT 2N EB,11430,11430
CROSS BRONX EXPWY ET 1 C-D NB,10452,10452
ALLEY,11373,11373
CHURCH AV,11203,11203
HORACE HARDING EXPY,11365,11365
14 AV,11357,11357
GRAND CENTRAL PKWY,11375,11375
160 ST,11358,11358
62 ST,11385,11385
OTIS AV,10465,10465
25 AV,11357,11357
BRIGHTON 7 CT,11235,11235
MADISON AV,10029,10029
CROSS BRONX EXWY,10452,10452
EDGEWATER ST,10305,10305
CHENEY ST,11434,11434
ALLEY,11209,11209
JACOB RIIS PARK DRIVEWAY,11694,11694
BRUCKNER BLVD,10459,10459
DUBLIN PL,10303,10303
21 AV,11370,11370
59 ST,11378,11378
WATERS EDGE DR,11360,11360
KINGS HWY,11234,11234
110 AVE,11433,11433
FOREST PARK DR,11385,11385
THROGMORTON AV,10465,10465
104 ST,11368,11368
JFK EXPRESSWAY ENTRANCE NB,11430,11430
CRYSTAL AV,10302,10302
TIFFANY ST,10474,10474
48 ST,11103,11103
E 64 ST,10065,10065
HOWE AV,10473,10473
81 ST,11416,11416
184 ST,11365,11365
EDGEVIEW LN,10302,10302
GLENWOOD RD,11236,11236
HUSSON ST,10306,10306
WILLIAMSBURG BR,10002,10002
QUEENS BLVD,11375,11375
AVE OF THE AMERICAS,10013,10013
BERRY HOUSES PEDESTRIAN PATH,10306,10306
WOODHAVEN BLVD,11416,11416
HUTCHINSON RIVER GREENWAY,10475,10475
BYE ST,11375,11375
HIGHLAND BLVD,11207,11207
W 158 ST,10032,10032
90 ST,11228,11228
CONNECTOR,10304,10304
FOUNTAIN AV,11208,11208
WYCKOFF AV,,11237
AVIATION RD,11234,11234
ST JOHNS PLACE,11238,11238
HEMPSTEAD AV,11429,11429
FRANKLIN ST,11222,11222
BEDFORD AV,11226,11226
BATHGATE AV,10457,10457
53 ST,11377,11377
PARK AVE,10457,10457
15 AV,11228,11228
LONG ISLAND EXPY,11368,11368
HENRY KAUFMANN CAMPGROUNDS DVWY,10314,10314
5 AV,11220,11220
HORACE HARDING EXPY,11364,11364
MANORVILLE CT,10305,10305
1 AV,10017,10017
PIERCE AV,10461,10461
PARSONS BLVD,11355,11355
THOMAS S BOYLAND ST,11212,11212
PEARSON ST,11101,11101
CORNAGA AV,11691,11691
MACOMBS BR APPR,10452,10452
7 AVE,10019,10019
MANHATTAN BRIDGE PEDESTRIAN PATH,11201,11201
ALLEY,11105,11105
ALLEY,11369,11369
E 163 ST,10459,10459
HOLLYWOOD AV,10465,10465
NORWICH ST,10314,10314
6 AV,11209,11209
CROSS BRONX EXWY,10457,10457
FLUSHING BAY PROMENADE,11368,11368
YORK AV,10301,10301
ALLEY,11216,11216
BRANDIS LA,10312,10312
HENRY HUDSON PKWY,10471,10471
LINDEN BLVD,11208,11208
COLLEGE AV,10456,10456
KENT AV,11249,11211
SPRINGFIELD BLVD,11413,11413
BELMONT PARK ACCESS RD,11429,11429
80 ST,11379,11379
ALLEY,11379,11379
THROGS NECK EXWY,10465,10465
ROCKAWAY AV,11212,11212
MAJOR DEEGAN EXWY,10454,10454
FLUSHING MDW PARK PATH,11355,11355
198 ST,11412,11412
WEST END AV,10023,10023
109 AV,11420,11420
1 AV LOOP,10009,10009
VICTORY BLVD,10314,10314
BAY AV,11210,11210
BAYVIEW WALK,11697,11697
PARK AV,10016,10016
GOETHALS RD N,10314,10314
HOLLIS AV,11412,11412
LENOX AV,10027,10027
UNNAMED ST,11370,11370
WILLOUGHBY AV,11385,11385
FT HAMILTON PKWY,11219,11219
GREAVES LA,10308,10308
PEDESTRIAN PATH,10305,10305
58 AV,11364,11364
83 AV,11004,11004
MEADOW LAKE DR,11367,11367
ALLEY,11372,11372
W SHORE EXWY,10309,10309
ALBANY HOUSES PEDESTRIAN PATH,11213,11213
W 127 ST,10027,10027
BROADWAY,10034,10034
PEDESTRIAN AND BIKE PATH LINK,11368,11368
LONG ISLAND EXPY,11367,11367
CITY BLVD,10301,10301
226 ST,11413,11413
148 AV,11434,11434
SHEFFIELD AV,11207,11207
LINDA CT,10302,10302
9 AV,10034,10034
DAVENPORT CT,11414,11414
VETERANS RD W,10309,10309
JEROME ST,11207,11207
GOWANUS EXWY,11232,11232
CHERRY AV,11355,11355
CONKLIN AV,11236,11236
LITTLE NECK PKWY,11362,11362
W 13 ST,10011,10011
KINGSLEY AV,10314,10314
GOWANUS EXWY,11209,11209
221 ST,11413,11413
212 ST,11361,11361
MARCY AV,11206,11206
PROSPECT PARK W,11215,11215
BRUCKNER EXWY,10465,10465
AVE OF THE AMERICAS,10018,10001
REEVES AV,11367,11367
HENRY ST,11201,11201
E 120 ST,10035,10035
ALLEY,10301,10301
ALLEY,11373,11373
E 180 ST,10457,10457
E 6 ST,10009,10009
6 DR,10035,10035
W 31 ST,10001,10001
HORACE HARDING EXPY,11368,11375
MELROSE ST,11206,11206
1 ST,10474,10474
OPP CT,10312,10312
USS NORTH CAROLINA RD,10305,10305
85 AV,11415,11415
217 ST,11364,11364
ROCKAWAY BEACH BLVD,11694,11694
UNNAMED ST,11430,11430
PUTNAM AV,11385,11385
ELTON AV,10451,10451
98 ST,11369,11369
41 ST,11232,11232
MADISON ST,10002,10002
LATTING ST,10461,10461
118 AV,11434,11434
CORPORAL KENNEDY ST,11360,11360
WHITE PLAINS RD,10467,10467
WEST AV,11224,11224
TRUXTON ST,10474,10474
CORNAGA AV,11691,11691
WILLOW RD E,10314,10314
157 ST,11433,11433
ARNOW AV,10469,10469
PEDESTRIAN PATH,11005,11005
E 227 ST,10466,10466
231 ST,11413,11413
CARY AV,10310,10310
ALLEY,11236,11236
CBE NB EN WASHINGTON BR,10457,10457
UNION AV,11206,11206
NIPPON AV,10312,10312
OCEAN PKWY,11230,11230
PARK AV,10065,10065
ALLEY,11369,11369
88 ST,11417,11417
NEW YORK AV,11203,11203
AV J,11210,11210
QUEENS BLVD,11375,11375
GRAND CENTRAL PKWY EB EN 34 AV,11368,11368
STAFFORD AV,10309,10309
E 14 ST,10009,10009
163 ST,11432,11432
RHINELANDER AV,10462,10462
PROVOST ST,11222,11222
36 AV,11101,11101
149 ST,11435,11435
BERGEN ST,11216,11216
PEDESTRIAN AND BIKE PATH LINK,10029,10029
GRAND CONCOURSE,10456,10456
DYRE AV,10466,10466
LONG ISLAND EXPY,11373,11373
8 AV,10014,10014
QUEENS BLVD,11374,11374
BORDEN AV,11378,11378
HENRY KAUFMANN CAMPGROUNDS DVWY,10314,10314
BAY PKWY,11204,11204
WHITE PLAINS RD,10467,10467
103 AV,11419,11419
BEDFORD AV,11235,11235
PARSONS BLVD,11357,11357
BROADWAY,10463,10463
WITHERS ST,11211,11211
35 ST,11101,11101
STONEGATE DR,10304,10304
BRADLEY AV,10314,10314
AV U,11229,11229
MYRTLE AV,11385,11385
COLUMBUS AV,10023,10023
32 ST,11232,11232
215 ST,11360,11360
LINDEN BLVD,11207,11207
203 ST,11364,11364
DURANT AV,10308,10308
VERNON BLVD,11101,11101
SHORE FRONT PKWY,11693,11693
CROTONA AV,10457,10457
QN MDTWN TUN APPR,10016,10016
21 AV,11105,11105
LIBERTY AV,10305,10305
E 223 ST,10466,10466
W 14 ST,10011,10011
SHEFFIELD AV,11207,11207
CONNECTOR,10453,10453
CONNECTOR,11373,11373
COOPER AV,11385,11385
LOCKWOOD PL,10314,10314
ORANGE ST,11201,11201
ALLEY,11361,11361
GROVE ST,11237,11237
YORK AV,10128,10128
CARLTON BLVD,10312,10312
HARING ST,11235,11235
ALLEY,11379,11379
PARK AV,10456,10456
BEACH 72 ST,11692,11692
RIVERSIDE DR,10024,10024
DEGRAW STREET,11231,11231
EVERGREEN AV,11221,11221
BROADWAY,10023,10023
HOLLIS CT BLVD,11427,11427
CELESTE CT,11229,11229
JOAN PL,10314,10314
NORTHERN BLVD,11101,11101
76 RD,11366,11366
MOTT AV,11691,11691
ALLEY,11379,11379
PEDESTRIAN AND BIKE PATH LINK,10038,10038
JONES ST,10314,10314
35 AV,11377,11377
AV I,11234,11234
SPRAGUE AV,10307,10307
PEDESTRIAN AND BIKE PATH LINK,11368,11368
HOOK CREEK BLVD,11422,11422
GARDNER AV,11237,11237
129 AV,11434,11434
E 100 ST,11236,11236
130 ST,11420,11420
HUTCHINSON RIVER PKWY SB EN SHR,10464,10464
ELY AV,10469,10469
GREENCROFT AV,10308,10308
BELL BLVD,11361,11361
ALLEY,10472,10472
RADCLIFF RD,10305,10305
81 ST,11370,11370
W 182 ST,10033,10033
STATEN ISLAND EXPWY ET 10 WB,10314,10314
CROSS BAY BLVD,11417,11417
NELSON AV,10452,10452
E 167 ST,10456,10456
HARMAN ST,11385,11385
42 AV,11361,11361
CLOVE LAKES PARK PATH,,
CLARENDON RD,11203,11203
E 93 ST,11236,11236
MARCUS GARVEY BLVD,11216,11216
E 53 ST,11203,11203
HOPPING AV,10307,10307
87 ST,11369,11369
RICHMOND HILL RD,10314,10314
145 DR,11434,11434
DICKENS ST,11691,11691
UNDERHILL AV,11365,11365
47 ST,11105,11105
ROSEBANK PL,10305,10305
WILLIAMSBURG BR,11249,11249
LAFORGE AVENUE,10302,10302
W 155 ST,10032,10032
87 AV,11426,11426
71 ST,11377,11377
CLIFTON RD,10305,10305
188 ST,11358,11358
UTICA AV,11213,11213
E 180 ST,10460,10460
27 AV,11360,11360
15 AV,11218,11218
CHRISTOPHER ST,10014,10014
DRIVEWAY,10305,10305
BROADWAY,10003,10003
30 AV,11370,11370
E 222 ST,10469,10469
MOSHOLU PARKWAY GREENWAY,10467,10467
BRONXWOOD AV,10469,10469
GOWANUS EXWY,11220,11220
MAINE AV,10314,10314
BRIGHTON 10 CT,11235,11235
CONNECTOR,11423,11423
FREEDOM AV,10314,10314
PEDESTRIAN PATH,10475,10475
37 AV,11368,11368
WATERS AV,10314,10314
ALLEY,11229,11229
61 ST,11220,11220
BRUCKNER EXWY EXIT NB,10475,10475
AV M,11234,11234
MYRTLE AV,11385,11385
KLONDIKE AV,10314,10314
WILKINSON AV,10461,10461
WILLOUGHBY AV,11205,11205
E 110 ST,10029,10029
182 ST,11413,11413
11 AV,11228,11228
225 ST,11411,11411
LONG ISLAND EXPWY ET 27 N EB,11427,11427
143 AV,11413,11413
RICHMOND TER,10310,10310
MARATHON PKWY,11362,11362
WASHINGTON AV,11225,11225
PEDESTRIAN PATH,10016,10016
JEWETT AV,10302,10302
RALPH DEMARCO PARK GREENWAY,11105,11105
UNNAMED ST,11370,11370
E 7 ST,11218,11218
HYLAN BLVD,10305,10305
DRIVEWAY,10314,10314
E 222 ST,10469,10469
VICTORY BLVD,10314,10314
DRUMGOOLE RD E,10312,10312
BEACH 34 ST,11691,11691
BRUCKNER EXWY,10461,10461
MADOC AV,11229,11229
79 ST,11373,11373
WEST ST,11222,11222
ST ANN'S AV,10454,10454
FOSTER AV,11203,11203
LAURELTON PKWY,11422,11422
ATLANTIC AV,11416,11416
DEWHURST ST,10314,10314
ATLANTIC AV,11233,11233
FLORAL CT,11694,11694
BAY RIDGE AV,11220,11220
POSEN ST,10312,10312
MAJOR DEEGAN EXWY,10471,10471
43 ST,11104,11104
SMEDLEY ST,11435,11435
KINGS HWY,11234,11234
UNNAMED ST,11430,11430
46 RD,11358,11358
BQE WB EN OLD FULTON ST,11201,11201
TURNBULL AV,10473,10473
VERRAZZANO BRIDGE,11220,11220
ELTON ST,11239,11239
ALVERSON AV,10309,10309
MORRISON AV,10472,10472
BEACH 101 ST,11694,11694
BROADWAY,10031,10031
UNNAMED ST,11370,11370
WILLOUGHBY AV,11221,11221
ALLEY,11355,11355
RIVERSIDE DR,10027,10027
QUEENS BLVD,11373,11373
TAPSCOTT ST,11212,11212
140 AV,11434,11434
MAJOR DEEGAN EXWY,10451,10451
EDENWALD AV,10466,10466
88 ST,11373,11373
96 ST,11369,11369
COMMERCIAL ST,11222,11222
1 AV,10029,10029
HARLEM RIVER DR,10039,10039
SPRAGUE AV,10307,10307
LINCOLN TUN EN,10018,10018
9 AV,10034,10034
OCEAN PKWY,11223,11223
HENDERSON AV,10310,10310
ST JOHNS AVENUE,10305,10305
BARKLEY AV,10465,10465
150 ST,11357,11357
MANHATTAN BRIDGE PEDESTRIAN PATH,,
CONCORD AV,10455,10455
FLUSHING BRDG PED AND BIKE PATH,11368,11368
UTICA AV,11203,11203
BEP EB EN CROSS BAY BLVD NB,11414,11414
14 AV,11356,11356
ROCKAWAY BEACH BLVD,11691,11691
COVE CT,11356,11356
ALLEY,11223,11223
RIVERSIDE DR,10025,10025
E 100 ST,11236,11236
ALLERTON AV,10469,10469
E 57 ST,11203,11203
BRONX BLVD,10466,10466
GOWANUS EXWY,11220,11220
116 ST,11419,11419
LONG ISLAND EXPY,11378,11378
LITTLE NECK PKWY,11362,11362
HOLLIS CT BLVD,11365,11365
220 PL,11413,11413
ALLEY,11209,11209
146 AV,11413,11413
221 ST,11428,11428
BEP WB EN BAY PKWY,11214,11214
QUEENS MIDTOWN TUN,11101,11101
ALLEY,11105,11105
22 AV,11356,11356
HOYT AV N,11102,11102
SOUTHERN BLVD,10467,10467
104 ST,11416,11416
E 177 ST,10462,10472
NORTHERN BLVD,11368,11368
188 ST,11423,11423
CONNECTOR,11385,11385
ALBERT RD,11417,11417
KINGSLAND ST,10309,10309
SOUTHERN BLVD,10460,10460
RODNEY ST,11211,11211
GRANDVIEW PL,10452,10452
MAPLETON AV,10306,10306
CONNECTOR,10305,10305
FOREST ST,10314,10314
260 ST,11001,11001
CROWN ST,11225,11225
ROCKAWAY BLVD,11436,11436
PUGSLEY CREEK GREENWAY,10473,10473
53 AV,11365,11365
ADA DR,10314,10314
14 AV,11228,11228
WESTCHESTER AV,10455,10455
GRAND CONC,10451,10451
DRIVEWAY,10464,10464
QUEENS BLVD,11373,11373
SCHERMERHORN ST,11201,11201
EDGEMERE AV,11692,11692
UNNAMED ST,11695,11695
72 AV,11375,11375
E 165 ST,10456,10456
DRUMGOOLE RD E,10312,10312
ALLEN AV,11229,11229
W 192 ST,10468,10468
E 164 ST,10456,10456
HUGH L CAREY TUNNEL APPROACH,11231,11231
EMMET AV,10306,10306
BRADLEY TER,10463,10463
GW BR APPR,10033,10033
PEDESTRIAN AND BIKE PATH LINK,10305,10305
92 ST,11372,11372
198 ST,11423,11423
257 ST,11422,11422
AMBOY RD,10306,10306
DUKE PL,10314,10314
VICTORY BLVD,10314,10314
54 ST,11377,11377
HUTCHINSON RIVER PKWY,10465,10465
HOLLERS AV,10475,10475
HUNTS PT AV,10474,10474
ROCKAWAY BEACH BLVD,11694,11694
LOCUST PT DR,10465,10465
NEEDHAM AV,10469,10469
KEAP ST,11211,11211
OSGOOD AV,10304,10304
ST MARKS AVENUE,11213,11213
49 AVE,11101,11101
E TREMONT AV,10461,10461
BEACH 8 ST,11691,11691
JAMAICA AV,11423,11423
BELT PKWY,11235,11235
LIBERTY AV,11433,11433
LILAC CT,10303,10303
MOTT AV,11691,11691
MIDWAY PL,10304,10304
BRUCKNER BLVD,10465,10465
STUART ST,11229,11229
BROADWAY,10310,10310
FLUSHING AV,11205,11205
STILLWELL AV,11223,11223
107 ST,11418,11418
BEP EB EN PENNSYLVANIA AV,11207,11207
JUNGLE WORLD RD,10460,10460
LUDLUM AV,11412,11412
SNYDER AV,11203,11203
HOLLAND TUN EXIT,10013,10013
E 115 ST,10029,10029
RALPH AV,11234,11234
JEROME PARK RESERVOIR PATH,,
19 AV,11357,11357
W 234 ST,10463,10463
E 149 ST,10455,10455
ALLEY,11236,11236
ALLEY,11375,11375
MURRAY ST,11354,11354
NOSTRAND AV,11235,11235
PLEASANT PLAINS AV,10309,10309
CAPSTAN CT,11356,11356
BRONX RIVER PKWY,10460,10460
EASTERN PARKWAY BIKE PATH,11225,11225
MAJOR DEEGAN EXWY,10452,10452
CUBBERLY PL,10306,10306
HYLAN BLVD,10306,10306
PARK AV,10035,10035
W 181 ST,10033,10033
ALLEY,11203,11203
LINCOLN TUN APPR,10001,10001
GOWANUS EXWY,11232,11232
HILLSIDE AV,11435,11435
FATHER CAPODANNO BOULEVARD,10305,10305
164 ST,11358,11358
215 PL,11361,11361
145 AV,11413,11413
BEACH CHANNEL DR,11694,11694
63 AV,11374,11374
S CARGO RD,11430,11430
RIDGE AV,10304,10304
LIBERTY WY,11209,11209
KATAN AV,10312,10312
FOSTER AV,11230,11230
TIEMANN AV,10469,10469
DUMONT AV,11207,11207
W 5 ST,11223,11223
GOE EB EN BEP,11220,11220
LACOMBE AV,10473,10473
E 98 ST,11212,11212
ST GEORGE RD,10306,10306
MAGNOLIA PL,11355,11355
FIELDS AV,10314,10314
WOODHAVEN BLVD,11417,11417
LORETTA RD,11691,11691
CLOVE LAKES PARK PATH,10310,10310
87 RD,11421,11421
82 AV,11427,11427
104 ST,11416,11416
LYNDALE AV,10312,10312
WATER ST,10005,10005
ALLEY,11234,11234
124 ST,11419,11419
62 ST,11204,11204
BROOKLYN QUEENS EXWY,11211,11211
89 ST,11421,11421
PARSONS BLVD,11355,11355
ROCKAWAY BLVD,11434,11434
BROADWAY,10003,10003
ALLEY,11234,11234
